Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Nepal,NPL,2015,Agricultural land (sq. km),AG.LND.AGRI.K2,41210
Nepal,NPL,2014,Agricultural land (sq. km),AG.LND.AGRI.K2,41210
Nepal,NPL,2013,Agricultural land (sq. km),AG.LND.AGRI.K2,41210
Nepal,NPL,2012,Agricultural land (sq. km),AG.LND.AGRI.K2,41210
Nepal,NPL,2011,Agricultural land (sq. km),AG.LND.AGRI.K2,41266
Nepal,NPL,2010,Agricultural land (sq. km),AG.LND.AGRI.K2,41260
Nepal,NPL,2009,Agricultural land (sq. km),AG.LND.AGRI.K2,41400
Nepal,NPL,2008,Agricultural land (sq. km),AG.LND.AGRI.K2,41520
Nepal,NPL,2007,Agricultural land (sq. km),AG.LND.AGRI.K2,41660
Nepal,NPL,2006,Agricultural land (sq. km),AG.LND.AGRI.K2,41850
Nepal,NPL,2005,Agricultural land (sq. km),AG.LND.AGRI.K2,42020
Nepal,NPL,2004,Agricultural land (sq. km),AG.LND.AGRI.K2,42180
Nepal,NPL,2003,Agricultural land (sq. km),AG.LND.AGRI.K2,42270
Nepal,NPL,2002,Agricultural land (sq. km),AG.LND.AGRI.K2,42410
Nepal,NPL,2001,Agricultural land (sq. km),AG.LND.AGRI.K2,42590
Nepal,NPL,2000,Agricultural land (sq. km),AG.LND.AGRI.K2,42491
Nepal,NPL,1999,Agricultural land (sq. km),AG.LND.AGRI.K2,42366
Nepal,NPL,1998,Agricultural land (sq. km),AG.LND.AGRI.K2,42254
Nepal,NPL,1997,Agricultural land (sq. km),AG.LND.AGRI.K2,42142
Nepal,NPL,1996,Agricultural land (sq. km),AG.LND.AGRI.K2,42030
Nepal,NPL,1995,Agricultural land (sq. km),AG.LND.AGRI.K2,41918
Nepal,NPL,1994,Agricultural land (sq. km),AG.LND.AGRI.K2,41806
Nepal,NPL,1993,Agricultural land (sq. km),AG.LND.AGRI.K2,41694
Nepal,NPL,1992,Agricultural land (sq. km),AG.LND.AGRI.K2,41582
Nepal,NPL,1991,Agricultural land (sq. km),AG.LND.AGRI.K2,41470
Nepal,NPL,1990,Agricultural land (sq. km),AG.LND.AGRI.K2,41444
Nepal,NPL,1989,Agricultural land (sq. km),AG.LND.AGRI.K2,41408
Nepal,NPL,1988,Agricultural land (sq. km),AG.LND.AGRI.K2,41382
Nepal,NPL,1987,Agricultural land (sq. km),AG.LND.AGRI.K2,41346
Nepal,NPL,1986,Agricultural land (sq. km),AG.LND.AGRI.K2,41320
Nepal,NPL,1985,Agricultural land (sq. km),AG.LND.AGRI.K2,41164
Nepal,NPL,1984,Agricultural land (sq. km),AG.LND.AGRI.K2,41138
Nepal,NPL,1983,Agricultural land (sq. km),AG.LND.AGRI.K2,41102
Nepal,NPL,1982,Agricultural land (sq. km),AG.LND.AGRI.K2,41066
Nepal,NPL,1981,Agricultural land (sq. km),AG.LND.AGRI.K2,41030
Nepal,NPL,1980,Agricultural land (sq. km),AG.LND.AGRI.K2,40850
Nepal,NPL,1979,Agricultural land (sq. km),AG.LND.AGRI.K2,40700
Nepal,NPL,1978,Agricultural land (sq. km),AG.LND.AGRI.K2,40550
Nepal,NPL,1977,Agricultural land (sq. km),AG.LND.AGRI.K2,40400
Nepal,NPL,1976,Agricultural land (sq. km),AG.LND.AGRI.K2,40250
Nepal,NPL,1975,Agricultural land (sq. km),AG.LND.AGRI.K2,40090
Nepal,NPL,1974,Agricultural land (sq. km),AG.LND.AGRI.K2,39940
Nepal,NPL,1973,Agricultural land (sq. km),AG.LND.AGRI.K2,39530
Nepal,NPL,1972,Agricultural land (sq. km),AG.LND.AGRI.K2,38220
Nepal,NPL,1971,Agricultural land (sq. km),AG.LND.AGRI.K2,37020
Nepal,NPL,1970,Agricultural land (sq. km),AG.LND.AGRI.K2,37020
Nepal,NPL,1969,Agricultural land (sq. km),AG.LND.AGRI.K2,35670
Nepal,NPL,1968,Agricultural land (sq. km),AG.LND.AGRI.K2,35670
Nepal,NPL,1967,Agricultural land (sq. km),AG.LND.AGRI.K2,35670
Nepal,NPL,1966,Agricultural land (sq. km),AG.LND.AGRI.K2,35530
Nepal,NPL,1965,Agricultural land (sq. km),AG.LND.AGRI.K2,35530
Nepal,NPL,1964,Agricultural land (sq. km),AG.LND.AGRI.K2,35530
Nepal,NPL,1963,Agricultural land (sq. km),AG.LND.AGRI.K2,35630
Nepal,NPL,1962,Agricultural land (sq. km),AG.LND.AGRI.K2,35530
Nepal,NPL,1961,Agricultural land (sq. km),AG.LND.AGRI.K2,35530
Nepal,NPL,2022,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.1213812347401
Nepal,NPL,2021,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.3199051273108
Nepal,NPL,2020,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.5011008022323
Nepal,NPL,2019,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.7748852459016
Nepal,NPL,2018,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.9733247296826
Nepal,NPL,2017,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.5400788280433
Nepal,NPL,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.7312179979072
Nepal,NPL,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.9640516219044
Nepal,NPL,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.1675388908266
Nepal,NPL,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.2957244506453
Nepal,NPL,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.5151398674573
Nepal,NPL,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.7868852459016
Nepal,NPL,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.782699686083
Nepal,NPL,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.8803627485176
Nepal,NPL,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.9640739448901
Nepal,NPL,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.0617370073247
Nepal,NPL,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.1942797349145
Nepal,NPL,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.3128705964423
Nepal,NPL,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.424485524939
Nepal,NPL,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.4872689222183
Nepal,NPL,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.5849319846529
Nepal,NPL,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.7104987792117
Nepal,NPL,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.6414370422044
Nepal,NPL,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.6265734265734
Nepal,NPL,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.5482517482517
Nepal,NPL,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.4699300699301
Nepal,NPL,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.3916083916084
Nepal,NPL,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.3132867132867
Nepal,NPL,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.234965034965
Nepal,NPL,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.1566433566434
Nepal,NPL,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.0783216783217
Nepal,NPL,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,29
Nepal,NPL,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.9818181818182
Nepal,NPL,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.9566433566434
Nepal,NPL,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.9384615384615
Nepal,NPL,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.9132867132867
Nepal,NPL,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.8951048951049
Nepal,NPL,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.786013986014
Nepal,NPL,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.7678321678322
Nepal,NPL,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.7426573426573
Nepal,NPL,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.7174825174825
Nepal,NPL,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.6923076923077
Nepal,NPL,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.5664335664336
Nepal,NPL,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.4615384615385
Nepal,NPL,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.3566433566434
Nepal,NPL,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.2517482517483
Nepal,NPL,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.1468531468531
Nepal,NPL,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.034965034965
Nepal,NPL,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.9300699300699
Nepal,NPL,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.6433566433566
Nepal,NPL,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.7272727272727
Nepal,NPL,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,25.8881118881119
Nepal,NPL,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,25.8881118881119
Nepal,NPL,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.9440559440559
Nepal,NPL,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.9440559440559
Nepal,NPL,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.9440559440559
Nepal,NPL,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.8461538461538
Nepal,NPL,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.8461538461538
Nepal,NPL,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.8461538461538
Nepal,NPL,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.9160839160839
Nepal,NPL,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.8461538461538
Nepal,NPL,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.8461538461538
Nepal,NPL,2021,Arable land (hectares),AG.LND.ARBL.HA,2113700
Nepal,NPL,2020,Arable land (hectares),AG.LND.ARBL.HA,2113700
Nepal,NPL,2019,Arable land (hectares),AG.LND.ARBL.HA,2113700
Nepal,NPL,2018,Arable land (hectares),AG.LND.ARBL.HA,2113700
Nepal,NPL,2017,Arable land (hectares),AG.LND.ARBL.HA,2113700
Nepal,NPL,2016,Arable land (hectares),AG.LND.ARBL.HA,2113700
Nepal,NPL,2015,Arable land (hectares),AG.LND.ARBL.HA,2113700
Nepal,NPL,2014,Arable land (hectares),AG.LND.ARBL.HA,2113700
Nepal,NPL,2013,Arable land (hectares),AG.LND.ARBL.HA,2114000
Nepal,NPL,2012,Arable land (hectares),AG.LND.ARBL.HA,2118000
Nepal,NPL,2011,Arable land (hectares),AG.LND.ARBL.HA,2162700
Nepal,NPL,2010,Arable land (hectares),AG.LND.ARBL.HA,2180000
Nepal,NPL,2009,Arable land (hectares),AG.LND.ARBL.HA,2200000
Nepal,NPL,2008,Arable land (hectares),AG.LND.ARBL.HA,2220000
Nepal,NPL,2007,Arable land (hectares),AG.LND.ARBL.HA,2240000
Nepal,NPL,2006,Arable land (hectares),AG.LND.ARBL.HA,2260000
Nepal,NPL,2005,Arable land (hectares),AG.LND.ARBL.HA,2280000
Nepal,NPL,2004,Arable land (hectares),AG.LND.ARBL.HA,2300000
Nepal,NPL,2003,Arable land (hectares),AG.LND.ARBL.HA,2315000
Nepal,NPL,2002,Arable land (hectares),AG.LND.ARBL.HA,2335000
Nepal,NPL,2001,Arable land (hectares),AG.LND.ARBL.HA,2355000
Nepal,NPL,2000,Arable land (hectares),AG.LND.ARBL.HA,2354000
Nepal,NPL,1999,Arable land (hectares),AG.LND.ARBL.HA,2350400
Nepal,NPL,1998,Arable land (hectares),AG.LND.ARBL.HA,2347100
Nepal,NPL,1997,Arable land (hectares),AG.LND.ARBL.HA,2343800
Nepal,NPL,1996,Arable land (hectares),AG.LND.ARBL.HA,2340500
Nepal,NPL,1995,Arable land (hectares),AG.LND.ARBL.HA,2337200
Nepal,NPL,1994,Arable land (hectares),AG.LND.ARBL.HA,2333900
Nepal,NPL,1993,Arable land (hectares),AG.LND.ARBL.HA,2330600
Nepal,NPL,1992,Arable land (hectares),AG.LND.ARBL.HA,2327300
Nepal,NPL,1991,Arable land (hectares),AG.LND.ARBL.HA,2324000
Nepal,NPL,1990,Arable land (hectares),AG.LND.ARBL.HA,2320400
Nepal,NPL,1989,Arable land (hectares),AG.LND.ARBL.HA,2316800
Nepal,NPL,1988,Arable land (hectares),AG.LND.ARBL.HA,2313200
Nepal,NPL,1987,Arable land (hectares),AG.LND.ARBL.HA,2309600
Nepal,NPL,1986,Arable land (hectares),AG.LND.ARBL.HA,2306000
Nepal,NPL,1985,Arable land (hectares),AG.LND.ARBL.HA,2302400
Nepal,NPL,1984,Arable land (hectares),AG.LND.ARBL.HA,2298800
Nepal,NPL,1983,Arable land (hectares),AG.LND.ARBL.HA,2295200
Nepal,NPL,1982,Arable land (hectares),AG.LND.ARBL.HA,2291600
Nepal,NPL,1981,Arable land (hectares),AG.LND.ARBL.HA,2288000
Nepal,NPL,1980,Arable land (hectares),AG.LND.ARBL.HA,2270000
Nepal,NPL,1979,Arable land (hectares),AG.LND.ARBL.HA,2255000
Nepal,NPL,1978,Arable land (hectares),AG.LND.ARBL.HA,2240000
Nepal,NPL,1977,Arable land (hectares),AG.LND.ARBL.HA,2225000
Nepal,NPL,1976,Arable land (hectares),AG.LND.ARBL.HA,2210000
Nepal,NPL,1975,Arable land (hectares),AG.LND.ARBL.HA,2195000
Nepal,NPL,1974,Arable land (hectares),AG.LND.ARBL.HA,2180000
Nepal,NPL,1973,Arable land (hectares),AG.LND.ARBL.HA,2165000
Nepal,NPL,1972,Arable land (hectares),AG.LND.ARBL.HA,2055000
Nepal,NPL,1971,Arable land (hectares),AG.LND.ARBL.HA,1953000
Nepal,NPL,1970,Arable land (hectares),AG.LND.ARBL.HA,1953000
Nepal,NPL,1969,Arable land (hectares),AG.LND.ARBL.HA,1819000
Nepal,NPL,1968,Arable land (hectares),AG.LND.ARBL.HA,1819000
Nepal,NPL,1967,Arable land (hectares),AG.LND.ARBL.HA,1819000
Nepal,NPL,1966,Arable land (hectares),AG.LND.ARBL.HA,1806000
Nepal,NPL,1965,Arable land (hectares),AG.LND.ARBL.HA,1806000
Nepal,NPL,1964,Arable land (hectares),AG.LND.ARBL.HA,1806000
Nepal,NPL,1963,Arable land (hectares),AG.LND.ARBL.HA,1816000
Nepal,NPL,1962,Arable land (hectares),AG.LND.ARBL.HA,1806000
Nepal,NPL,1961,Arable land (hectares),AG.LND.ARBL.HA,1806000
Nepal,NPL,2021,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0717115956873297
Nepal,NPL,2020,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0729703139901875
Nepal,NPL,2019,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0743892179591065
Nepal,NPL,2018,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0752750502329281
Nepal,NPL,2017,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0754589458281381
Nepal,NPL,2016,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.075609553510509
Nepal,NPL,2015,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0759678041998044
Nepal,NPL,2014,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0763830492292493
Nepal,NPL,2013,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.076621975588543
Nepal,NPL,2012,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0769205207279558
Nepal,NPL,2011,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0787453065765566
Nepal,NPL,2010,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0797309570289641
Nepal,NPL,2009,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0809626160640503
Nepal,NPL,2008,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0822525734218149
Nepal,NPL,2007,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0836179953690562
Nepal,NPL,2006,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0850729849042505
Nepal,NPL,2005,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0866608502539277
Nepal,NPL,2004,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0884049049193717
Nepal,NPL,2003,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0901172411682963
Nepal,NPL,2002,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.092186890581978
Nepal,NPL,2001,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0944010818564408
Nepal,NPL,2000,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0958995839286149
Nepal,NPL,1999,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.097425103104849
Nepal,NPL,1998,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0991159043759349
Nepal,NPL,1997,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.100941180250379
Nepal,NPL,1996,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.102915935379434
Nepal,NPL,1995,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.105064233616608
Nepal,NPL,1994,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.107466432913323
Nepal,NPL,1993,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.110036945426142
Nepal,NPL,1992,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.11292251753021
Nepal,NPL,1991,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.115988321313603
Nepal,NPL,1990,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.11884510867408
Nepal,NPL,1989,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.121566977774515
Nepal,NPL,1988,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.124107627688491
Nepal,NPL,1987,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.126549922865148
Nepal,NPL,1986,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.129056637395174
Nepal,NPL,1985,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.131733640803374
Nepal,NPL,1984,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.134548869720429
Nepal,NPL,1983,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.137526732237933
Nepal,NPL,1982,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.140606321504613
Nepal,NPL,1981,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.143696722540282
Nepal,NPL,1980,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.145951564012459
Nepal,NPL,1979,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.14844716367172
Nepal,NPL,1978,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.150946498563481
Nepal,NPL,1977,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.153457007036607
Nepal,NPL,1976,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.155879158808347
Nepal,NPL,1975,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.158247297630003
Nepal,NPL,1974,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.160667018709232
Nepal,NPL,1973,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.163085576086427
Nepal,NPL,1972,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.158209587901363
Nepal,NPL,1971,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.153657799124646
Nepal,NPL,1970,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.157041666298119
Nepal,NPL,1969,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.14950231099834
